"ID","X-Def","Y-Def","Z-Def"
6135,13.71716,2.282843,4.8
6136,13.74084,1.401033,4.8
6137,13.74084,2.598967,4.8
6138,14.,0.,4.8
6139,14.,0.53281,4.8
6140,14.,1.036181,4.8
6141,14.,1.359974,4.8
6142,14.,1.6,4.8
6143,14.,1.811438,4.8
6144,14.,2.,4.8
6145,14.,2.188562,4.8
6146,14.,2.4,4.8
6147,14.,2.640026,4.8
6148,14.,2.963819,4.8
6149,14.,3.46719,4.8
6150,14.,4.,4.8
6151,14.25916,1.401033,4.8
6152,14.25916,2.598967,4.8
6153,14.28284,1.717157,4.8
6154,14.28284,2.282843,4.8
6155,14.4,2.,4.8
6156,14.49461,1.127332,4.8
6157,14.49461,2.872668,4.8
6158,14.5,0.,4.8
6159,14.5,4.,4.8
6160,14.50178,0.546711,4.8
6161,14.50178,3.453289,4.8
6162,14.67397,1.596265,4.8
6163,14.67397,2.403735,4.8
6164,14.8,2.,4.8
6165,15.,0.,4.8
6166,15.,4.,4.8
6167,15.01248,0.5285,4.8
6168,15.01248,3.4715,4.8
6169,15.03824,1.054059,4.8
6170,15.03824,2.945941,4.8
6171,15.1184,1.541665,4.8
6172,15.1184,2.458335,4.8
6173,15.2,2.,4.8
6174,15.5,0.,4.8
6175,15.5,4.,4.8
6176,15.50998,0.512084,4.8
6177,15.50998,3.487916,4.8
6178,15.5274,1.020598,4.8
6179,15.5274,2.979402,4.8
6180,15.56146,1.515394,4.8
6181,15.56146,2.484606,4.8
6182,15.6,2.,4.8
6183,16.,0.,4.8
6184,16.,0.5,4.8
6185,16.,1.,4.8
6186,16.,1.5,4.8
6187,16.,2.,4.8
6188,16.,2.5,4.8
6189,16.,3.,4.8
6190,16.,3.5,4.8
6191,16.,4.,4.8
6192,16.4,2.,4.8
6193,16.43854,1.515394,4.8
6194,16.43854,2.484606,4.8
6195,16.4726,1.020598,4.8
6196,16.4726,2.979402,4.8
6197,16.49002,0.512084,4.8
6198,16.49002,3.487916,4.8
6199,16.5,0.,4.8
6200,16.5,4.,4.8
6201,16.8,2.,4.8
6202,16.8816,1.541665,4.8
6203,16.8816,2.458335,4.8
6204,16.96176,1.054059,4.8
6205,16.96176,2.945941,4.8
6206,16.98752,0.5285,4.8
6207,16.98752,3.4715,4.8
6208,17.,0.,4.8
6209,17.,4.,4.8
6210,17.2,2.,4.8
6211,17.32603,1.596265,4.8
6212,17.32603,2.403735,4.8
6213,17.49822,0.546711,4.8
6214,17.49822,3.453289,4.8
6215,17.5,0.,4.8
6216,17.5,4.,4.8
6217,17.50539,1.127332,4.8
6218,17.50539,2.872668,4.8
6219,17.6,2.,4.8
6220,17.71716,1.717157,4.8
6221,17.71716,2.282843,4.8
6222,17.74084,1.401033,4.8
6223,17.74084,2.598967,4.8
6224,18.,0.,4.8
6225,18.,0.53281,4.8
6226,18.,1.036181,4.8
6227,18.,1.359974,4.8
6228,18.,1.6,4.8
6229,18.,1.811438,4.8
6230,18.,2.,4.8
6231,18.,2.188562,4.8
6232,18.,2.4,4.8
6233,18.,2.640026,4.8
6234,18.,2.963819,4.8
6235,18.,3.46719,4.8
6236,18.,4.,4.8
6237,18.25916,1.401033,4.8
6238,18.25916,2.598967,4.8
6239,18.28284,1.717157,4.8
6240,18.28284,2.282843,4.8
6241,18.4,2.,4.8
6242,18.49461,1.127332,4.8
6243,18.49461,2.872668,4.8
6244,18.5,0.,4.8
6245,18.5,4.,4.8
6246,18.50178,0.546711,4.8
6247,18.50178,3.453289,4.8
6248,18.67397,1.596265,4.8
6249,18.67397,2.403735,4.8
6250,18.8,2.,4.8
6251,19.,0.,4.8
6252,19.,4.,4.8
6253,19.01248,0.5285,4.8
6254,19.01248,3.4715,4.8
6255,19.03824,1.054059,4.8
6256,19.03824,2.945941,4.8
6257,19.1184,1.541665,4.8
6258,19.1184,2.458335,4.8
6259,19.2,2.,4.8
6260,19.5,0.,4.8
6261,19.5,4.,4.8
6262,19.50998,0.512084,4.8
6263,19.50998,3.487916,4.8
6264,19.5274,1.020598,4.8
6265,19.5274,2.979402,4.8
6266,19.56146,1.515394,4.8
6267,19.56146,2.484606,4.8
6268,19.6,2.,4.8
6269,20.,0.,4.8
6270,20.,0.5,4.8
6271,20.,1.,4.8
6272,20.,1.5,4.8
6273,20.,2.,4.8
6274,20.,2.5,4.8
6275,20.,3.,4.8
6276,20.,3.5,4.8
6277,20.,4.,4.8
6278,20.4,2.,4.8
6279,20.43854,1.515394,4.8
6280,20.43854,2.484606,4.8
6281,20.4726,1.020598,4.8
6282,20.4726,2.979402,4.8
6283,20.49002,0.512084,4.8
6284,20.49002,3.487916,4.8
6285,20.5,0.,4.8
6286,20.5,4.,4.8
6287,20.8,2.,4.8
6288,20.8816,1.541665,4.8
6289,20.8816,2.458335,4.8
6290,20.96176,1.054059,4.8
6291,20.96176,2.945941,4.8
6292,20.98752,0.5285,4.8
6293,20.98752,3.4715,4.8
6294,21.,0.,4.8
6295,21.,4.,4.8
6296,21.2,2.,4.8
6297,21.32603,1.596265,4.8
6298,21.32603,2.403735,4.8
6299,21.49822,0.546711,4.8
6300,21.49822,3.453289,4.8
6301,21.5,0.,4.8
6302,21.5,4.,4.8
6303,21.50539,1.127332,4.8
6304,21.50539,2.872668,4.8
6305,21.6,2.,4.8
6306,21.71716,1.717157,4.8
6307,21.71716,2.282843,4.8
6308,21.74084,1.401033,4.8
6309,21.74084,2.598967,4.8
6310,22.,0.,4.8
6311,22.,0.53281,4.8
6312,22.,1.036181,4.8
6313,22.,1.359974,4.8
6314,22.,1.6,4.8
6315,22.,1.811438,4.8
6316,22.,2.,4.8
6317,22.,2.188562,4.8
6318,22.,2.4,4.8
6319,22.,2.640026,4.8
6320,22.,2.963819,4.8
6321,22.,3.46719,4.8
6322,22.,4.,4.8
6323,22.25916,1.401033,4.8
6324,22.25916,2.598967,4.8
6325,22.28284,1.717157,4.8
6326,22.28284,2.282843,4.8
6327,22.4,2.,4.8
6328,22.49461,1.127332,4.8
6329,22.49461,2.872668,4.8
6330,22.5,0.,4.8
6331,22.5,4.,4.8
6332,22.50178,0.546711,4.8
6333,22.50178,3.453289,4.8
6334,22.67397,1.596265,4.8
6335,22.67397,2.403735,4.8
6336,22.8,2.,4.8
6337,23.,0.,4.8
6338,23.,4.,4.8
6339,23.01248,0.5285,4.8
6340,23.01248,3.4715,4.8
6341,23.03824,1.054059,4.8
6342,23.03824,2.945941,4.8
6343,23.1184,1.541665,4.8
6344,23.1184,2.458335,4.8
6345,23.2,2.,4.8
6346,23.5,0.,4.8
6347,23.5,4.,4.8
6348,23.50998,0.512084,4.8
6349,23.50998,3.487916,4.8
6350,23.5274,1.020598,4.8
6351,23.5274,2.979402,4.8
6352,23.56146,1.515394,4.8
6353,23.56146,2.484606,4.8
6354,23.6,2.,4.8
6355,24.,0.,4.8
6356,24.,0.5,4.8
6357,24.,1.,4.8
6358,24.,1.5,4.8
6359,24.,2.,4.8
6360,24.,2.5,4.8
6361,24.,3.,4.8
6362,24.,3.5,4.8
6363,24.,4.,4.8
6364,24.4,2.,4.8
6365,24.43854,1.515394,4.8
6366,24.43854,2.484606,4.8
6367,24.4726,1.020598,4.8
6368,24.4726,2.979402,4.8
6369,24.49002,0.512084,4.8
6370,24.49002,3.487916,4.8
6371,24.5,0.,4.8
6372,24.5,4.,4.8
6373,24.8,2.,4.8
6374,24.8816,1.541665,4.8
6375,24.8816,2.458335,4.8
6376,24.96176,1.054059,4.8
6377,24.96176,2.945941,4.8
6378,24.98752,0.5285,4.8
6379,24.98752,3.4715,4.8
6380,25.,0.,4.8
6381,25.,4.,4.8
6382,25.2,2.,4.8
6383,25.32603,1.596265,4.8
6384,25.32603,2.403735,4.8
6385,25.49822,0.546711,4.8
6386,25.49822,3.453289,4.8
6387,25.5,0.,4.8
6388,25.5,4.,4.8
6389,25.50539,1.127332,4.8
6390,25.50539,2.872668,4.8
6391,25.6,2.,4.8
6392,25.71716,1.717157,4.8
6393,25.71716,2.282843,4.8
6394,25.74084,1.401033,4.8
6395,25.74084,2.598967,4.8
6396,26.,0.,4.8
6397,26.,0.53281,4.8
6398,26.,1.036181,4.8
6399,26.,1.359974,4.8
6400,26.,1.6,4.8
6401,26.,1.811438,4.8
6402,26.,2.,4.8
6403,26.,2.188562,4.8
6404,26.,2.4,4.8
6405,26.,2.640026,4.8
6406,26.,2.963819,4.8
6407,26.,3.46719,4.8
6408,26.,4.,4.8
6409,26.25916,1.401033,4.8
6410,26.25916,2.598967,4.8
6411,26.28284,1.717157,4.8
6412,26.28284,2.282843,4.8
6413,26.4,2.,4.8
6414,26.49461,1.127332,4.8
6415,26.49461,2.872668,4.8
6416,26.5,0.,4.8
6417,26.5,4.,4.8
6418,26.50178,0.546711,4.8
6419,26.50178,3.453289,4.8
6420,26.67397,1.596265,4.8
6421,26.67397,2.403735,4.8
6422,26.8,2.,4.8
6423,27.,0.,4.8
6424,27.,4.,4.8
6425,27.01248,0.5285,4.8
6426,27.01248,3.4715,4.8
6427,27.03824,1.054059,4.8
6428,27.03824,2.945941,4.8
6429,27.1184,1.541665,4.8
6430,27.1184,2.458335,4.8
6431,27.2,2.,4.8
6432,27.5,0.,4.8
6433,27.5,4.,4.8
6434,27.50998,0.512084,4.8
6435,27.50998,3.487916,4.8
6436,27.5274,1.020598,4.8
6437,27.5274,2.979402,4.8
6438,27.56146,1.515394,4.8
6439,27.56146,2.484606,4.8
6440,27.6,2.,4.8
6441,28.,0.,4.8
6442,28.,0.5,4.8
6443,28.,1.,4.8
6444,28.,1.5,4.8
6445,28.,2.,4.8
6446,28.,2.5,4.8
6447,28.,3.,4.8
6448,28.,3.5,4.8
6449,28.,4.,4.8
6450,28.4,2.,4.8
6451,28.43854,1.515394,4.8
6452,28.43854,2.484606,4.8
6453,28.4726,1.020598,4.8
6454,28.4726,2.979402,4.8
6455,28.49002,0.512084,4.8
6456,28.49002,3.487916,4.8
6457,28.5,0.,4.8
6458,28.5,4.,4.8
6459,28.8,2.,4.8
6460,28.8816,1.541665,4.8
6461,28.8816,2.458335,4.8
6462,28.96176,1.054059,4.8
6463,28.96176,2.945941,4.8
6464,28.98752,0.5285,4.8
6465,28.98752,3.4715,4.8
6466,29.,0.,4.8
6467,29.,4.,4.8
6468,29.2,2.,4.8
6469,29.32603,1.596265,4.8
6470,29.32603,2.403735,4.8
6471,29.49822,0.546711,4.8
6472,29.49822,3.453289,4.8
6473,29.5,0.,4.8
6474,29.5,4.,4.8
6475,29.50539,1.127332,4.8
6476,29.50539,2.872668,4.8
6477,29.6,2.,4.8
6478,29.71716,1.717157,4.8
6479,29.71716,2.282843,4.8
6480,29.74084,1.401033,4.8
6481,29.74084,2.598967,4.8
6482,30.,0.,4.8
6483,30.,0.53281,4.8
6484,30.,1.036181,4.8
6485,30.,1.359974,4.8
6486,30.,1.6,4.8
6487,30.,1.811438,4.8
6488,30.,2.,4.8
6489,30.,2.188562,4.8
6490,30.,2.4,4.8
6491,30.,2.640026,4.8
6492,30.,2.963819,4.8
6493,30.,3.46719,4.8
6494,30.,4.,4.8
6495,30.25916,1.401033,4.8
6496,30.25916,2.598967,4.8
6497,30.28284,1.717157,4.8
6498,30.28284,2.282843,4.8
6499,30.4,2.,4.8
6500,30.49461,1.127332,4.8
6501,30.49461,2.872668,4.8
6502,30.5,0.,4.8
6503,30.5,4.,4.8
6504,30.50178,0.546711,4.8
6505,30.50178,3.453289,4.8
6506,30.67397,1.596265,4.8
6507,30.67397,2.403735,4.8
6508,30.8,2.,4.8
6509,31.,0.,4.8
6510,31.,4.,4.8
6511,31.01248,0.5285,4.8
6512,31.01248,3.4715,4.8
6513,31.03824,1.054059,4.8
6514,31.03824,2.945941,4.8
6515,31.1184,1.541665,4.8
6516,31.1184,2.458335,4.8
6517,31.2,2.,4.8
6518,31.5,0.,4.8
6519,31.5,4.,4.8
6520,31.50998,0.512084,4.8
6521,31.50998,3.487916,4.8
6522,31.5274,1.020598,4.8
6523,31.5274,2.979402,4.8
6524,31.56146,1.515394,4.8
6525,31.56146,2.484606,4.8
6526,31.6,2.,4.8
6527,32.,0.,4.8
6528,32.,0.5,4.8
6529,32.,1.,4.8
6530,32.,1.5,4.8
6531,32.,2.,4.8
6532,32.,2.5,4.8
6533,32.,3.,4.8
6534,32.,3.5,4.8
6535,32.,4.,4.8
6536,32.4,2.,4.8
6537,32.43854,1.515394,4.8
6538,32.43854,2.484606,4.8
6539,32.4726,1.020598,4.8
6540,32.4726,2.979402,4.8
6541,32.49002,0.512084,4.8
6542,32.49002,3.487916,4.8
6543,32.5,0.,4.8
6544,32.5,4.,4.8
6545,32.8,2.,4.8
6546,32.8816,1.541665,4.8
6547,32.8816,2.458335,4.8
6548,32.96176,1.054059,4.8
6549,32.96176,2.945941,4.8
6550,32.98752,0.5285,4.8
6551,32.98752,3.4715,4.8
6552,33.,0.,4.8
6553,33.,4.,4.8
6554,33.2,2.,4.8
6555,33.32603,1.596265,4.8
6556,33.32603,2.403735,4.8
6557,33.49822,0.546711,4.8
6558,33.49822,3.453289,4.8
6559,33.5,0.,4.8
6560,33.5,4.,4.8
6561,33.50539,1.127332,4.8
6562,33.50539,2.872668,4.8
6563,33.6,2.,4.8
6564,33.71716,1.717157,4.8
6565,33.71716,2.282843,4.8
6566,33.74084,1.401033,4.8
6567,33.74084,2.598967,4.8
6568,34.,0.,4.8
6569,34.,0.53281,4.8
6570,34.,1.036181,4.8
6571,34.,1.359974,4.8
6572,34.,1.6,4.8
6573,34.,1.811438,4.8
6574,34.,2.,4.8
6575,34.,2.188562,4.8
6576,34.,2.4,4.8
6577,34.,2.640026,4.8
6578,34.,2.963819,4.8
6579,34.,3.46719,4.8
6580,34.,4.,4.8
6581,34.25916,1.401033,4.8
6582,34.25916,2.598967,4.8
6583,34.28284,1.717157,4.8
6584,34.28284,2.282843,4.8
6585,34.4,2.,4.8
6586,34.49461,1.127332,4.8
6587,34.49461,2.872668,4.8
6588,34.5,0.,4.8
6589,34.5,4.,4.8
6590,34.50178,0.546711,4.8
6591,34.50178,3.453289,4.8
6592,34.67397,1.596265,4.8
6593,34.67397,2.403735,4.8
6594,34.8,2.,4.8
6595,35.,0.,4.8
6596,35.,4.,4.8
6597,35.01248,0.5285,4.8
6598,35.01248,3.4715,4.8
6599,35.03824,1.054059,4.8
6600,35.03824,2.945941,4.8
6601,35.1184,1.541665,4.8
6602,35.1184,2.458335,4.8
6603,35.2,2.,4.8
6604,35.5,0.,4.8
6605,35.5,4.,4.8
6606,35.50998,0.512084,4.8
6607,35.50998,3.487916,4.8
6608,35.5274,1.020598,4.8
6609,35.5274,2.979402,4.8
6610,35.56146,1.515394,4.8
6611,35.56146,2.484606,4.8
6612,35.6,2.,4.8
6613,36.,0.,4.8
6614,36.,0.5,4.8
6615,36.,1.,4.8
6616,36.,1.5,4.8
6617,36.,2.,4.8
6618,36.,2.5,4.8
6619,36.,3.,4.8
6620,36.,3.5,4.8
6621,36.,4.,4.8
6622,36.4,2.,4.8
6623,36.43854,1.515394,4.8
6624,36.43854,2.484606,4.8
6625,36.4726,1.020598,4.8
6626,36.4726,2.979402,4.8
6627,36.49002,0.512084,4.8
6628,36.49002,3.487916,4.8
6629,36.5,0.,4.8
6630,36.5,4.,4.8
6631,36.8,2.,4.8
6632,36.8816,1.541665,4.8
6633,36.8816,2.458335,4.8
6634,36.96176,1.054059,4.8
6635,36.96176,2.945941,4.8
6636,36.98752,0.5285,4.8
6637,36.98752,3.4715,4.8
6638,37.,0.,4.8
6639,37.,4.,4.8
6640,37.2,2.,4.8
6641,37.32603,1.596265,4.8
6642,37.32603,2.403735,4.8
6643,37.49822,0.546711,4.8
6644,37.49822,3.453289,4.8
6645,37.5,0.,4.8
6646,37.5,4.,4.8
6647,37.50539,1.127332,4.8
6648,37.50539,2.872668,4.8
6649,37.6,2.,4.8
6650,37.71716,1.717157,4.8
6651,37.71716,2.282843,4.8
6652,37.74084,1.401033,4.8
6653,37.74084,2.598967,4.8
6654,38.,0.,4.8
6655,38.,0.53281,4.8
6656,38.,1.036181,4.8
6657,38.,1.359974,4.8
6658,38.,1.6,4.8
6659,38.,1.811438,4.8
6660,38.,2.,4.8
6661,38.,2.188562,4.8
6662,38.,2.4,4.8
6663,38.,2.640026,4.8
6664,38.,2.963819,4.8
6665,38.,3.46719,4.8
6666,38.,4.,4.8
6667,38.25916,1.401033,4.8
6668,38.25916,2.598967,4.8
6669,38.28284,1.717157,4.8
6670,38.28284,2.282843,4.8
6671,38.4,2.,4.8
6672,38.49461,1.127332,4.8
6673,38.49461,2.872668,4.8
6674,38.5,0.,4.8
6675,38.5,4.,4.8
6676,38.50178,0.546711,4.8
6677,38.50178,3.453289,4.8
6678,38.67397,1.596265,4.8
6679,38.67397,2.403735,4.8
6680,38.8,2.,4.8
6681,39.,0.,4.8
6682,39.,4.,4.8
6683,39.01248,0.5285,4.8
6684,39.01248,3.4715,4.8
6685,39.03824,1.054059,4.8
6686,39.03824,2.945941,4.8
6687,39.1184,1.541665,4.8
6688,39.1184,2.458335,4.8
6689,39.2,2.,4.8
6690,39.5,0.,4.8
6691,39.5,4.,4.8
6692,39.50998,0.512084,4.8
6693,39.50998,3.487916,4.8
6694,39.5274,1.020598,4.8
6695,39.5274,2.979402,4.8
6696,39.56146,1.515394,4.8
6697,39.56146,2.484606,4.8
6698,39.6,2.,4.8
6699,40.,0.,4.8
6700,40.,0.5,4.8
6701,40.,1.,4.8
6702,40.,1.5,4.8
6703,40.,2.,4.8
6704,40.,2.5,4.8
6705,40.,3.,4.8
6706,40.,3.5,4.8
6707,40.,4.,4.8
6708,40.4,2.,4.8
6709,40.43854,1.515394,4.8
6710,40.43854,2.484606,4.8
6711,40.4726,1.020598,4.8
6712,40.4726,2.979402,4.8
6713,40.49002,0.512084,4.8
6714,40.49002,3.487916,4.8
6715,40.5,0.,4.8
6716,40.5,4.,4.8
6717,40.8,2.,4.8
6718,40.8816,1.541665,4.8
6719,40.8816,2.458335,4.8
6720,40.96176,1.054059,4.8
6721,40.96176,2.945941,4.8
6722,40.98752,0.5285,4.8
6723,40.98752,3.4715,4.8
6724,41.,0.,4.8
6725,41.,4.,4.8
6726,41.2,2.,4.8
6727,41.32603,1.596265,4.8
6728,41.32603,2.403735,4.8
6729,41.49822,0.546711,4.8
6730,41.49822,3.453289,4.8
6731,41.5,0.,4.8
6732,41.5,4.,4.8
6733,41.50539,1.127332,4.8
6734,41.50539,2.872668,4.8
6735,41.6,2.,4.8
6736,41.71716,1.717157,4.8
6737,41.71716,2.282843,4.8
6738,41.74084,1.401033,4.8
6739,41.74084,2.598967,4.8
6740,42.,0.,4.8
6741,42.,0.53281,4.8
6742,42.,1.036181,4.8
6743,42.,1.359974,4.8
6744,42.,1.6,4.8
6745,42.,1.811438,4.8
6746,42.,2.,4.8
6747,42.,2.188562,4.8
6748,42.,2.4,4.8
6749,42.,2.640026,4.8
6750,42.,2.963819,4.8
6751,42.,3.46719,4.8
6752,42.,4.,4.8
6753,42.25916,1.401033,4.8
6754,42.25916,2.598967,4.8
6755,42.28284,1.717157,4.8
6756,42.28284,2.282843,4.8
6757,42.4,2.,4.8
6758,42.49461,1.127332,4.8
6759,42.49461,2.872668,4.8
6760,42.5,0.,4.8
6761,42.5,4.,4.8
6762,42.50178,0.546711,4.8
6763,42.50178,3.453289,4.8
6764,42.67397,1.596265,4.8
6765,42.67397,2.403735,4.8
6766,42.8,2.,4.8
6767,43.,0.,4.8
6768,43.,4.,4.8
6769,43.01248,0.5285,4.8
6770,43.01248,3.4715,4.8
6771,43.03824,1.054059,4.8
6772,43.03824,2.945941,4.8
6773,43.1184,1.541665,4.8
6774,43.1184,2.458335,4.8
6775,43.2,2.,4.8
6776,43.5,0.,4.8
6777,43.5,4.,4.8
6778,43.50998,0.512084,4.8
6779,43.50998,3.487916,4.8
6780,43.5274,1.020598,4.8
6781,43.5274,2.979402,4.8
6782,43.56146,1.515394,4.8
6783,43.56146,2.484606,4.8
6784,43.6,2.,4.8
6785,44.,0.,4.8
6786,44.,0.5,4.8
6787,44.,1.,4.8
6788,44.,1.5,4.8
6789,44.,2.,4.8
6790,44.,2.5,4.8
6791,44.,3.,4.8
6792,44.,3.5,4.8
6793,44.,4.,4.8
6794,44.4,2.,4.8
6795,44.43854,1.515394,4.8
6796,44.43854,2.484606,4.8
6797,44.4726,1.020598,4.8
6798,44.4726,2.979402,4.8
6799,44.49002,0.512084,4.8
6800,44.49002,3.487916,4.8
6801,44.5,0.,4.8
6802,44.5,4.,4.8
6803,44.8,2.,4.8
6804,44.8816,1.541665,4.8
6805,44.8816,2.458335,4.8
6806,44.96176,1.054059,4.8
6807,44.96176,2.945941,4.8
6808,44.98752,0.5285,4.8
6809,44.98752,3.4715,4.8
6810,45.,0.,4.8
6811,45.,4.,4.8
6812,45.2,2.,4.8
6813,45.32603,1.596265,4.8
6814,45.32603,2.403735,4.8
6815,45.49822,0.546711,4.8
6816,45.49822,3.453289,4.8
6817,45.5,0.,4.8
6818,45.5,4.,4.8
6819,45.50539,1.127332,4.8
6820,45.50539,2.872668,4.8
6821,45.6,2.,4.8
6822,45.71716,1.717157,4.8
6823,45.71716,2.282843,4.8
6824,45.74084,1.401033,4.8
6825,45.74084,2.598967,4.8
6826,46.,0.,4.8
6827,46.,0.53281,4.8
6828,46.,1.036181,4.8
6829,46.,1.359974,4.8
6830,46.,1.6,4.8
6831,46.,1.811438,4.8
6832,46.,2.,4.8
6833,46.,2.188562,4.8
6834,46.,2.4,4.8
6835,46.,2.640026,4.8
6836,46.,2.963819,4.8
6837,46.,3.46719,4.8
6838,46.,4.,4.8
6839,46.25916,1.401033,4.8
6840,46.25916,2.598967,4.8
6841,46.28284,1.717157,4.8
6842,46.28284,2.282843,4.8
6843,46.4,2.,4.8
6844,46.49461,1.127332,4.8
6845,46.49461,2.872668,4.8
6846,46.5,0.,4.8
6847,46.5,4.,4.8
6848,46.50178,0.546711,4.8
6849,46.50178,3.453289,4.8
6850,46.67397,1.596265,4.8
6851,46.67397,2.403735,4.8
6852,46.8,2.,4.8
6853,47.,0.,4.8
6854,47.,4.,4.8
6855,47.01248,0.5285,4.8
6856,47.01248,3.4715,4.8
6857,47.03824,1.054059,4.8
6858,47.03824,2.945941,4.8
6859,47.1184,1.541665,4.8
6860,47.1184,2.458335,4.8
6861,47.2,2.,4.8
6862,47.5,0.,4.8
6863,47.5,4.,4.8
6864,47.50998,0.512084,4.8
6865,47.50998,3.487916,4.8
6866,47.5274,1.020598,4.8
6867,47.5274,2.979402,4.8
6868,47.56146,1.515394,4.8
6869,47.56146,2.484606,4.8
6870,47.6,2.,4.8
6871,48.,0.,4.8
6872,48.,0.5,4.8
6873,48.,1.,4.8
6874,48.,1.5,4.8
6875,48.,2.,4.8
6876,48.,2.5,4.8
6877,48.,3.,4.8
6878,48.,3.5,4.8
6879,48.,4.,4.8
6880,48.4,2.,4.8
6881,48.43854,1.515394,4.8
6882,48.43854,2.484606,4.8
6883,48.4726,1.020598,4.8
6884,48.4726,2.979402,4.8
6885,48.49002,0.512084,4.8
6886,48.49002,3.487916,4.8
6887,48.5,0.,4.8
6888,48.5,4.,4.8
6889,48.8,2.,4.8
6890,48.8816,1.541665,4.8
6891,48.8816,2.458335,4.8
6892,48.96176,1.054059,4.8
6893,48.96176,2.945941,4.8
6894,48.98752,0.5285,4.8
6895,48.98752,3.4715,4.8
6896,49.,0.,4.8
6897,49.,4.,4.8
6898,49.2,2.,4.8
6899,49.32603,1.596265,4.8
6900,49.32603,2.403735,4.8
6901,49.49822,0.546711,4.8
6902,49.49822,3.453289,4.8
6903,49.5,0.,4.8
6904,49.5,4.,4.8
6905,49.50539,1.127332,4.8
6906,49.50539,2.872668,4.8
6907,49.6,2.,4.8
6908,49.71716,1.717157,4.8
6909,49.71716,2.282843,4.8
6910,49.74084,1.401033,4.8
6911,49.74084,2.598967,4.8
6912,50.,0.,4.8
6913,50.,0.53281,4.8
6914,50.,1.036181,4.8
6915,50.,1.359974,4.8
6916,50.,1.6,4.8
6917,50.,1.811438,4.8
6918,50.,2.,4.8
6919,50.,2.188562,4.8
6920,50.,2.4,4.8
6921,50.,2.640026,4.8
6922,50.,2.963819,4.8
6923,50.,3.46719,4.8
6924,50.,4.,4.8
6925,50.25916,1.401033,4.8
6926,50.25916,2.598967,4.8
6927,50.28284,1.717157,4.8
6928,50.28284,2.282843,4.8
6929,50.4,2.,4.8
6930,50.49461,1.127332,4.8
6931,50.49461,2.872668,4.8
6932,50.5,0.,4.8
6933,50.5,4.,4.8
6934,50.50178,0.546711,4.8
6935,50.50178,3.453289,4.8
6936,50.67397,1.596265,4.8
6937,50.67397,2.403735,4.8
6938,50.8,2.,4.8
6939,51.,0.,4.8
6940,51.,4.,4.8
6941,51.01248,0.5285,4.8
6942,51.01248,3.4715,4.8
6943,51.03824,1.054059,4.8
6944,51.03824,2.945941,4.8
6945,51.1184,1.541665,4.8
6946,51.1184,2.458335,4.8
6947,51.2,2.,4.8
6948,51.5,0.,4.8
6949,51.5,4.,4.8
6950,51.50998,0.512084,4.8
6951,51.50998,3.487916,4.8
6952,51.5274,1.020598,4.8
6953,51.5274,2.979402,4.8
6954,51.56146,1.515394,4.8
6955,51.56146,2.484606,4.8
6956,51.6,2.,4.8
6957,52.,0.,4.8
6958,52.,0.5,4.8
6959,52.,1.,4.8
6960,52.,1.5,4.8
6961,52.,2.,4.8
6962,52.,2.5,4.8
6963,52.,3.,4.8
6964,52.,3.5,4.8
6965,52.,4.,4.8
6966,52.4,2.,4.8
6967,52.43854,1.515394,4.8
6968,52.43854,2.484606,4.8
6969,52.4726,1.020598,4.8
6970,52.4726,2.979402,4.8
6971,52.49002,0.512084,4.8
6972,52.49002,3.487916,4.8
6973,52.5,0.,4.8
6974,52.5,4.,4.8
6975,52.8,2.,4.8
6976,52.8816,1.541665,4.8
6977,52.8816,2.458335,4.8
6978,52.96176,1.054059,4.8
6979,52.96176,2.945941,4.8
6980,52.98752,0.5285,4.8
6981,52.98752,3.4715,4.8
6982,53.,0.,4.8
6983,53.,4.,4.8
6984,53.2,2.,4.8
6985,53.32603,1.596265,4.8
6986,53.32603,2.403735,4.8
6987,53.49822,0.546711,4.8
6988,53.49822,3.453289,4.8
6989,53.5,0.,4.8
6990,53.5,4.,4.8
6991,53.50539,1.127332,4.8
6992,53.50539,2.872668,4.8
6993,53.6,2.,4.8
6994,53.71716,1.717157,4.8
6995,53.71716,2.282843,4.8
6996,53.74084,1.401033,4.8
6997,53.74084,2.598967,4.8
6998,54.,0.,4.8
6999,54.,0.53281,4.8
7000,54.,1.036181,4.8
7001,54.,1.359974,4.8
7002,54.,1.6,4.8
7003,54.,1.811438,4.8
7004,54.,2.,4.8
7005,54.,2.188562,4.8
7006,54.,2.4,4.8
7007,54.,2.640026,4.8
7008,54.,2.963819,4.8
7009,54.,3.46719,4.8
7010,54.,4.,4.8
7011,54.25916,1.401033,4.8
7012,54.25916,2.598967,4.8
7013,54.28284,1.717157,4.8
7014,54.28284,2.282843,4.8
7015,54.4,2.,4.8
7016,54.49461,1.127332,4.8
7017,54.49461,2.872668,4.8
7018,54.5,0.,4.8
7019,54.5,4.,4.8
7020,54.50178,0.546711,4.8
7021,54.50178,3.453289,4.8
7022,54.67397,1.596265,4.8
7023,54.67397,2.403735,4.8
7024,54.8,2.,4.8
7025,55.,0.,4.8
7026,55.,4.,4.8
7027,55.01248,0.5285,4.8
7028,55.01248,3.4715,4.8
7029,55.03824,1.054059,4.8
7030,55.03824,2.945941,4.8
7031,55.1184,1.541665,4.8
7032,55.1184,2.458335,4.8
7033,55.2,2.,4.8
7034,55.5,0.,4.8
7035,55.5,4.,4.8
7036,55.50998,0.512084,4.8
