"ID","X-Def","Y-Def","Z-Def"
2886,20.,0.5,4.8
2887,20.,1.,4.8
2888,20.,1.5,4.8
2889,20.,2.,4.8
2890,20.,2.5,4.8
2891,20.,3.,4.8
2892,20.,3.5,4.8
2893,20.,4.,4.8
2894,20.4,2.,4.8
2895,20.43854,1.515394,4.8
2896,20.43854,2.484606,4.8
2897,20.4726,1.020598,4.8
2898,20.4726,2.979402,4.8
2899,20.49002,0.512084,4.8
2900,20.49002,3.487916,4.8
2901,20.5,0.,4.8
2902,20.5,4.,4.8
2903,20.8,2.,4.8
2904,20.8816,1.541665,4.8
2905,20.8816,2.458335,4.8
2906,20.96176,1.054059,4.8
2907,20.96176,2.945941,4.8
2908,20.98752,0.5285,4.8
2909,20.98752,3.4715,4.8
2910,21.,0.,4.8
2911,21.,4.,4.8
2912,21.2,2.,4.8
2913,21.32603,1.596265,4.8
2914,21.32603,2.403735,4.8
2915,21.49822,0.546711,4.8
2916,21.49822,3.453289,4.8
2917,21.5,0.,4.8
2918,21.5,4.,4.8
2919,21.50539,1.127332,4.8
2920,21.50539,2.872668,4.8
2921,21.6,2.,4.8
2922,21.71716,1.717157,4.8
2923,21.71716,2.282843,4.8
2924,21.74084,1.401033,4.8
2925,21.74084,2.598967,4.8
2926,22.,0.,4.8
2927,22.,0.53281,4.8
2928,22.,1.036181,4.8
2929,22.,1.359974,4.8
2930,22.,1.6,4.8
2931,22.,1.811438,4.8
2932,22.,2.,4.8
2933,22.,2.188562,4.8
2934,22.,2.4,4.8
2935,22.,2.640026,4.8
2936,22.,2.963819,4.8
2937,22.,3.46719,4.8
2938,22.,4.,4.8
2939,22.25916,1.401033,4.8
2940,22.25916,2.598967,4.8
2941,22.28284,1.717157,4.8
2942,22.28284,2.282843,4.8
2943,22.4,2.,4.8
2944,22.49461,1.127332,4.8
2945,22.49461,2.872668,4.8
2946,22.5,0.,4.8
2947,22.5,4.,4.8
2948,22.50178,0.546711,4.8
2949,22.50178,3.453289,4.8
2950,22.67397,1.596265,4.8
2951,22.67397,2.403735,4.8
2952,22.8,2.,4.8
2953,23.,0.,4.8
2954,23.,4.,4.8
2955,23.01248,0.5285,4.8
2956,23.01248,3.4715,4.8
2957,23.03824,1.054059,4.8
2958,23.03824,2.945941,4.8
2959,23.1184,1.541665,4.8
2960,23.1184,2.458335,4.8
2961,23.2,2.,4.8
2962,23.5,0.,4.8
2963,23.5,4.,4.8
2964,23.50998,0.512084,4.8
2965,23.50998,3.487916,4.8
2966,23.5274,1.020598,4.8
2967,23.5274,2.979402,4.8
2968,23.56146,1.515394,4.8
2969,23.56146,2.484606,4.8
2970,23.6,2.,4.8
2971,24.,0.,4.8
2972,24.,0.5,4.8
2973,24.,1.,4.8
2974,24.,1.5,4.8
2975,24.,2.,4.8
2976,24.,2.5,4.8
2977,24.,3.,4.8
2978,24.,3.5,4.8
2979,24.,4.,4.8
2980,24.4,2.,4.8
2981,24.43854,1.515394,4.8
2982,24.43854,2.484606,4.8
2983,24.4726,1.020598,4.8
2984,24.4726,2.979402,4.8
2985,24.49002,0.512084,4.8
2986,24.49002,3.487916,4.8
2987,24.5,0.,4.8
2988,24.5,4.,4.8
2989,24.8,2.,4.8
2990,24.8816,1.541665,4.8
2991,24.8816,2.458335,4.8
2992,24.96176,1.054059,4.8
2993,24.96176,2.945941,4.8
2994,24.98752,0.5285,4.8
2995,24.98752,3.4715,4.8
2996,25.,0.,4.8
2997,25.,4.,4.8
2998,25.2,2.,4.8
2999,25.32603,1.596265,4.8
3000,25.32603,2.403735,4.8
3001,25.49822,0.546711,4.8
3002,25.49822,3.453289,4.8
3003,25.5,0.,4.8
3004,25.5,4.,4.8
3005,25.50539,1.127332,4.8
3006,25.50539,2.872668,4.8
3007,25.6,2.,4.8
3008,25.71716,1.717157,4.8
3009,25.71716,2.282843,4.8
3010,25.74084,1.401033,4.8
3011,25.74084,2.598967,4.8
3012,26.,0.,4.8
3013,26.,0.53281,4.8
3014,26.,1.036181,4.8
3015,26.,1.359974,4.8
3016,26.,1.6,4.8
3017,26.,1.811438,4.8
3018,26.,2.,4.8
3019,26.,2.188562,4.8
3020,26.,2.4,4.8
3021,26.,2.640026,4.8
3022,26.,2.963819,4.8
3023,26.,3.46719,4.8
3024,26.,4.,4.8
3025,26.25916,1.401033,4.8
3026,26.25916,2.598967,4.8
3027,26.28284,1.717157,4.8
3028,26.28284,2.282843,4.8
3029,26.4,2.,4.8
3030,26.49461,1.127332,4.8
3031,26.49461,2.872668,4.8
3032,26.5,0.,4.8
3033,26.5,4.,4.8
3034,26.50178,0.546711,4.8
3035,26.50178,3.453289,4.8
3036,26.67397,1.596265,4.8
3037,26.67397,2.403735,4.8
3038,26.8,2.,4.8
3039,27.,0.,4.8
3040,27.,4.,4.8
3041,27.01248,0.5285,4.8
3042,27.01248,3.4715,4.8
3043,27.03824,1.054059,4.8
3044,27.03824,2.945941,4.8
3045,27.1184,1.541665,4.8
3046,27.1184,2.458335,4.8
3047,27.2,2.,4.8
3048,27.5,0.,4.8
3049,27.5,4.,4.8
3050,27.50998,0.512084,4.8
3051,27.50998,3.487916,4.8
3052,27.5274,1.020598,4.8
3053,27.5274,2.979402,4.8
3054,27.56146,1.515394,4.8
3055,27.56146,2.484606,4.8
3056,27.6,2.,4.8
3057,28.,0.,4.8
3058,28.,0.5,4.8
3059,28.,1.,4.8
3060,28.,1.5,4.8
3061,28.,2.,4.8
3062,28.,2.5,4.8
3063,28.,3.,4.8
3064,28.,3.5,4.8
3065,28.,4.,4.8
3066,28.4,2.,4.8
3067,28.43854,1.515394,4.8
3068,28.43854,2.484606,4.8
3069,28.4726,1.020598,4.8
3070,28.4726,2.979402,4.8
3071,28.49002,0.512084,4.8
3072,28.49002,3.487916,4.8
3073,28.5,0.,4.8
3074,28.5,4.,4.8
3075,28.8,2.,4.8
3076,28.8816,1.541665,4.8
3077,28.8816,2.458335,4.8
3078,28.96176,1.054059,4.8
3079,28.96176,2.945941,4.8
3080,28.98752,0.5285,4.8
3081,28.98752,3.4715,4.8
3082,29.,0.,4.8
3083,29.,4.,4.8
3084,29.2,2.,4.8
3085,29.32603,1.596265,4.8
3086,29.32603,2.403735,4.8
3087,29.49822,0.546711,4.8
3088,29.49822,3.453289,4.8
3089,29.5,0.,4.8
3090,29.5,4.,4.8
3091,29.50539,1.127332,4.8
3092,29.50539,2.872668,4.8
3093,29.6,2.,4.8
3094,29.71716,1.717157,4.8
3095,29.71716,2.282843,4.8
3096,29.74084,1.401033,4.8
3097,29.74084,2.598967,4.8
3098,30.,0.,4.8
3099,30.,0.53281,4.8
3100,30.,1.036181,4.8
3101,30.,1.359974,4.8
3102,30.,1.6,4.8
3103,30.,1.811438,4.8
3104,30.,2.,4.8
3105,30.,2.188562,4.8
3106,30.,2.4,4.8
3107,30.,2.640026,4.8
3108,30.,2.963819,4.8
3109,30.,3.46719,4.8
3110,30.,4.,4.8
3111,30.25916,1.401033,4.8
3112,30.25916,2.598967,4.8
3113,30.28284,1.717157,4.8
3114,30.28284,2.282843,4.8
3115,30.4,2.,4.8
3116,30.49461,1.127332,4.8
3117,30.49461,2.872668,4.8
3118,30.5,0.,4.8
3119,30.5,4.,4.8
3120,30.50178,0.546711,4.8
3121,30.50178,3.453289,4.8
3122,30.67397,1.596265,4.8
3123,30.67397,2.403735,4.8
3124,30.8,2.,4.8
3125,31.,0.,4.8
3126,31.,4.,4.8
3127,31.01248,0.5285,4.8
3128,31.01248,3.4715,4.8
3129,31.03824,1.054059,4.8
3130,31.03824,2.945941,4.8
3131,31.1184,1.541665,4.8
3132,31.1184,2.458335,4.8
3133,31.2,2.,4.8
3134,31.5,0.,4.8
3135,31.5,4.,4.8
3136,31.50998,0.512084,4.8
3137,31.50998,3.487916,4.8
3138,31.5274,1.020598,4.8
3139,31.5274,2.979402,4.8
3140,31.56146,1.515394,4.8
3141,31.56146,2.484606,4.8
3142,31.6,2.,4.8
3143,32.,0.,4.8
3144,32.,0.5,4.8
3145,32.,1.,4.8
3146,32.,1.5,4.8
3147,32.,2.,4.8
3148,32.,2.5,4.8
3149,32.,3.,4.8
3150,32.,3.5,4.8
3151,32.,4.,4.8
3152,32.5,0.,4.8
3153,32.5,0.5,4.8
3154,32.5,1.,4.8
3155,32.5,1.5,4.8
3156,32.5,2.,4.8
3157,32.5,2.5,4.8
3158,32.5,3.,4.8
3159,32.5,3.5,4.8
3160,32.5,4.,4.8
3161,33.,0.,4.8
3162,33.,0.5,4.8
3163,33.,1.,4.8
3164,33.,1.5,4.8
3165,33.,2.,4.8
3166,33.,2.5,4.8
3167,33.,3.,4.8
3168,33.,3.5,4.8
3169,33.,4.,4.8
3170,33.5,0.,4.8
3171,33.5,0.5,4.8
3172,33.5,1.,4.8
3173,33.5,1.5,4.8
3174,33.5,2.,4.8
3175,33.5,2.5,4.8
3176,33.5,3.,4.8
3177,33.5,3.5,4.8
3178,33.5,4.,4.8
3179,34.,0.,4.8
3180,34.,0.5,4.8
3181,34.,1.,4.8
3182,34.,1.5,4.8
3183,34.,2.,4.8
3184,34.,2.5,4.8
3185,34.,3.,4.8
3186,34.,3.5,4.8
3187,34.,4.,4.8
